prefix_s,project_s,targeted_locus_name_s,div_s,organism_an,bioproject_s,biosample_ss,infra_name_ss,other_src_ss,contigs_total_length_l,contigs_count_l,contigs_proteins_count_l,contigs_annotated_s,scaffolds_count_l,scaffolds_proteins_count_l,scaffolds_total_length_l,scaffolds_annotated_s,scaffolds_range_ss,chromosome_range_ss,update_date_dt,create_date_dt
OQXU01,WGS,,ENV,human gut metagenome,PRJEB26161,SAMN04161028,,isolation_source: Assembly of 17 fecal samples from infant 9 collected between Dec 2011 and Jan 2012,28340547,4893,0,No,0,0,0,No,,,2018-11-05T00:00:00Z,2018-10-23T00:00:00Z
OQXV01,WGS,,ENV,human gut metagenome,PRJEB26161,SAMN04161033,,isolation_source: Assembly of 21 fecal samples from infant 19 collected between Feb and Apr 2012,7940067,2420,0,No,0,0,0,No,,,2018-11-01T00:00:00Z,2018-10-23T00:00:00Z
OQXW01,WGS,,ENV,human gut metagenome,PRJEB26161,SAMN04161035,,isolation_source: Assembly of 14 fecal samples from infant 23 collected between Feb and Apr 2012,14015061,2888,0,No,0,0,0,No,,,2018-11-02T00:00:00Z,2018-10-23T00:00:00Z
OQXX01,WGS,,ENV,human gut metagenome,PRJEB26161,SAMN04161035,,isolation_source: Assembly of 14 fecal samples from infant 23 collected between Feb and Apr 2012,12516089,2166,0,No,0,0,0,No,,,2018-11-02T00:00:00Z,2018-10-23T00:00:00Z
OQXY01,WGS,,ENV,human gut metagenome,PRJEB26161,SAMN04161033,,isolation_source: Assembly of 21 fecal samples from infant 19 collected between Feb and Apr 2012,15333540,1446,0,No,0,0,0,No,,,2018-11-02T00:00:00Z,2018-10-23T00:00:00Z
OQXZ01,WGS,,ENV,human gut metagenome,PRJEB26161,SAMN04161028,,isolation_source: Assembly of 17 fecal samples from infant 9 collected between Dec 2011 and Jan 2012,25218064,2645,0,No,0,0,0,No,,,2018-11-05T00:00:00Z,2018-10-22T00:00:00Z
OQYA01,WGS,,ENV,human gut metagenome,PRJEB26161,SAMN04161035,,isolation_source: Assembly of 14 fecal samples from infant 23 collected between Feb and Apr 2012,16823773,3551,0,No,0,0,0,No,,,2018-11-02T00:00:00Z,2018-10-23T00:00:00Z
OQYB01,WGS,,ENV,human gut metagenome,PRJEB26161,SAMN04161027,,isolation_source: Assembly of 5 fecal samples from infant 8 collected between Dec 2011 and Jan 2012,12474220,1586,0,No,0,0,0,No,,,2018-11-02T00:00:00Z,2018-10-23T00:00:00Z
OQYC01,WGS,,ENV,human gut metagenome,PRJEB26161,SAMN04161030,,isolation_source: Assembly of 11 fecal samples from infant 14 collected in Jan 2012,17326502,3623,0,No,0,0,0,No,,,2018-11-02T00:00:00Z,2018-10-23T00:00:00Z
OQYD01,WGS,,ENV,human gut metagenome,PRJEB26161,SAMN04161034,,isolation_source: Assembly of 14 fecal samples from infant 21 collected in Feb 2012,17496247,4010,0,No,0,0,0,No,,,2018-11-02T00:00:00Z,2018-10-24T00:00:00Z
OQYE01,WGS,,ENV,human gut metagenome,PRJEB26161,SAMN04161025,,isolation_source: Assembly of 18 fecal samples from infant 3 collected between Nov 2011 and Jan 2012,24252730,5059,0,No,0,0,0,No,,,2018-10-24T00:00:00Z,2018-10-24T00:00:00Z
OQYF01,WGS,,ENV,human gut metagenome,PRJEB26161,SAMN04161026,,isolation_source: Assembly of 11 fecal samples from infant 4 collected in Nov and Dec 2011,14953232,828,0,No,0,0,0,No,,,2018-11-02T00:00:00Z,2018-10-23T00:00:00Z
OQYG01,WGS,,ENV,human gut metagenome,PRJEB26161,SAMN04161034,,isolation_source: Assembly of 14 fecal samples from infant 21 collected in Feb 2012,21706031,2927,0,No,0,0,0,No,,,2018-11-05T00:00:00Z,2018-10-23T00:00:00Z
OQYH01,WGS,,ENV,human gut metagenome,PRJEB26161,SAMN04161026,,isolation_source: Assembly of 11 fecal samples from infant 4 collected in Nov and Dec 2011,33995203,7055,0,No,0,0,0,No,,,2018-10-23T00:00:00Z,2018-10-23T00:00:00Z
OQYI01,WGS,,ENV,human gut metagenome,PRJEB26161,SAMN04161032,,isolation_source: Assembly of 11 fecal samples from infant 18 collected in Jan and Feb 2012,14905365,929,0,No,0,0,0,No,,,2018-11-02T00:00:00Z,2018-10-22T00:00:00Z
OQYJ01,WGS,,ENV,human gut metagenome,PRJEB26161,SAMN04161027,,isolation_source: Assembly of 5 fecal samples from infant 8 collected between Dec 2011 and Jan 2012,10851822,1183,0,No,0,0,0,No,,,2018-11-02T00:00:00Z,2018-10-23T00:00:00Z
OQYK01,WGS,,ENV,human gut metagenome,PRJEB26161,SAMN04161030,,isolation_source: Assembly of 11 fecal samples from infant 14 collected in Jan 2012,15423363,1948,0,No,0,0,0,No,,,2018-11-02T00:00:00Z,2018-10-23T00:00:00Z
OQYL01,WGS,,ENV,human gut metagenome,PRJEB26161,SAMN04161025,,isolation_source: Assembly of 18 fecal samples from infant 3 collected between Nov 2011 and Jan 2012,15888771,1102,0,No,0,0,0,No,,,2018-11-02T00:00:00Z,2018-10-23T00:00:00Z
OQYM01,WGS,,ENV,human gut metagenome,PRJEB26161,SAMN04161033,,isolation_source: Assembly of 21 fecal samples from infant 19 collected between Feb and Apr 2012,15649212,1840,0,No,0,0,0,No,,,2018-11-02T00:00:00Z,2018-10-23T00:00:00Z
OQYN01,WGS,,ENV,human gut metagenome,PRJEB26161,SAMN04161030,,isolation_source: Assembly of 11 fecal samples from infant 14 collected in Jan 2012,13995903,1990,0,No,0,0,0,No,,,2018-11-02T00:00:00Z,2018-10-23T00:00:00Z
OQYO01,WGS,,ENV,human gut metagenome,PRJEB26161,SAMN04161033,,isolation_source: Assembly of 21 fecal samples from infant 19 collected between Feb and Apr 2012,16016794,1908,0,No,0,0,0,No,,,2018-11-02T00:00:00Z,2018-10-23T00:00:00Z
OQYP01,WGS,,ENV,human gut metagenome,PRJEB26161,SAMN04161034,,isolation_source: Assembly of 14 fecal samples from infant 21 collected in Feb 2012,19155416,2825,0,No,0,0,0,No,,,2018-11-14T00:00:00Z,2018-10-23T00:00:00Z
OQYQ01,WGS,,ENV,human gut metagenome,PRJEB26161,SAMN04161025,,isolation_source: Assembly of 18 fecal samples from infant 3 collected between Nov 2011 and Jan 2012,5530054,508,0,No,0,0,0,No,,,2018-11-01T00:00:00Z,2018-10-23T00:00:00Z
OQYR01,WGS,,ENV,human gut metagenome,PRJEB26161,SAMN04161033,,isolation_source: Assembly of 21 fecal samples from infant 19 collected between Feb and Apr 2012,31459586,6533,0,No,0,0,0,No,,,2018-10-23T00:00:00Z,2018-10-23T00:00:00Z
OQYS01,WGS,,ENV,human gut metagenome,PRJEB26161,SAMN04161025,,isolation_source: Assembly of 18 fecal samples from infant 3 collected between Nov 2011 and Jan 2012,38610354,7730,0,No,0,0,0,No,,,2018-10-24T00:00:00Z,2018-10-24T00:00:00Z
OQYT01,WGS,,ENV,human gut metagenome,PRJEB26161,SAMN04161033,,isolation_source: Assembly of 21 fecal samples from infant 19 collected between Feb and Apr 2012,32075612,4013,0,No,0,0,0,No,,,2018-11-05T00:00:00Z,2018-10-24T00:00:00Z
OQYU01,WGS,,ENV,human gut metagenome,PRJEB26161,SAMN04161029,,isolation_source: Assembly of 18 fecal samples from infant 11 collected between Jan and Mar 2012,6040098,579,0,No,0,0,0,No,,,2018-11-01T00:00:00Z,2018-10-23T00:00:00Z
OQYV01,WGS,,ENV,human gut metagenome,PRJEB26161,SAMN04161035,,isolation_source: Assembly of 14 fecal samples from infant 23 collected between Feb and Apr 2012,43598003,9809,0,No,0,0,0,No,,,2018-10-24T00:00:00Z,2018-10-24T00:00:00Z
OQYW01,WGS,,ENV,human gut metagenome,PRJEB26161,SAMN04161028,,isolation_source: Assembly of 17 fecal samples from infant 9 collected between Dec 2011 and Jan 2012,30395640,4870,0,No,0,0,0,No,,,2018-11-05T00:00:00Z,2018-10-24T00:00:00Z
OQYX01,WGS,,ENV,human gut metagenome,PRJEB26161,SAMN04161028,,isolation_source: Assembly of 17 fecal samples from infant 9 collected between Dec 2011 and Jan 2012,21279728,2343,0,No,0,0,0,No,,,2018-11-02T00:00:00Z,2018-10-23T00:00:00Z
OQYY01,WGS,,ENV,human gut metagenome,PRJEB26161,SAMN04161035,,isolation_source: Assembly of 14 fecal samples from infant 23 collected between Feb and Apr 2012,19344489,5897,0,No,0,0,0,No,,,2018-10-23T00:00:00Z,2018-10-23T00:00:00Z
OQYZ01,WGS,,ENV,human gut metagenome,PRJEB26161,SAMN04161033,,isolation_source: Assembly of 21 fecal samples from infant 19 collected between Feb and Apr 2012,15864853,2404,0,No,0,0,0,No,,,2018-11-02T00:00:00Z,2018-10-23T00:00:00Z
OQZA01,WGS,,ENV,human gut metagenome,PRJEB26161,SAMN04161029,,isolation_source: Assembly of 18 fecal samples from infant 11 collected between Jan and Mar 2012,11215234,1446,0,No,0,0,0,No,,,2018-11-02T00:00:00Z,2018-10-24T00:00:00Z
OQZB01,WGS,,ENV,human gut metagenome,PRJEB26161,SAMN04161029,,isolation_source: Assembly of 18 fecal samples from infant 11 collected between Jan and Mar 2012,15084987,2860,0,No,0,0,0,No,,,2018-11-02T00:00:00Z,2018-10-22T00:00:00Z
OQZC01,WGS,,ENV,human gut metagenome,PRJEB26161,SAMN04161025,,isolation_source: Assembly of 18 fecal samples from infant 3 collected between Nov 2011 and Jan 2012,20512861,4072,0,No,0,0,0,No,,,2018-11-02T00:00:00Z,2018-10-23T00:00:00Z
OQZD01,WGS,,ENV,human gut metagenome,PRJEB26161,SAMN04161034,,isolation_source: Assembly of 14 fecal samples from infant 21 collected in Feb 2012,25500555,5122,0,No,0,0,0,No,,,2018-10-24T00:00:00Z,2018-10-24T00:00:00Z
OQZE01,WGS,,ENV,human gut metagenome,PRJEB26161,SAMN04161034,,isolation_source: Assembly of 14 fecal samples from infant 21 collected in Feb 2012,16044546,674,0,No,0,0,0,No,,,2018-10-24T00:00:00Z,2018-10-24T00:00:00Z
OQZF01,WGS,,ENV,human gut metagenome,PRJEB26161,SAMN04161026,,isolation_source: Assembly of 11 fecal samples from infant 4 collected in Nov and Dec 2011,15415780,1595,0,No,0,0,0,No,,,2018-11-02T00:00:00Z,2018-10-23T00:00:00Z
OQZG01,WGS,,ENV,human gut metagenome,PRJEB26161,SAMN04161029,,isolation_source: Assembly of 18 fecal samples from infant 11 collected between Jan and Mar 2012,10632276,1801,0,No,0,0,0,No,,,2018-11-02T00:00:00Z,2018-10-24T00:00:00Z
OQZH01,WGS,,ENV,human gut metagenome,PRJEB26161,SAMN04161028,,isolation_source: Assembly of 17 fecal samples from infant 9 collected between Dec 2011 and Jan 2012,21514336,2343,0,No,0,0,0,No,,,2018-11-05T00:00:00Z,2018-10-23T00:00:00Z
OQZI01,WGS,,ENV,human gut metagenome,PRJEB26161,SAMN04161031,,isolation_source: Assembly of 3 fecal samples from infant 17 collected in Jan and Feb 2012,15791419,2905,0,No,0,0,0,No,,,2018-11-02T00:00:00Z,2018-10-24T00:00:00Z
OQZJ01,WGS,,ENV,human gut metagenome,PRJEB26161,SAMN04161032,,isolation_source: Assembly of 11 fecal samples from infant 18 collected in Jan and Feb 2012,15129347,3653,0,No,0,0,0,No,,,2018-11-02T00:00:00Z,2018-10-23T00:00:00Z
OQZK01,WGS,,ENV,human gut metagenome,PRJEB26161,SAMN04161035,,isolation_source: Assembly of 14 fecal samples from infant 23 collected between Feb and Apr 2012,20621511,3290,0,No,0,0,0,No,,,2018-11-02T00:00:00Z,2018-10-23T00:00:00Z
OQZL01,WGS,,ENV,human gut metagenome,PRJEB26161,SAMN04161029,,isolation_source: Assembly of 18 fecal samples from infant 11 collected between Jan and Mar 2012,8627696,571,0,No,0,0,0,No,,,2018-11-01T00:00:00Z,2018-10-24T00:00:00Z
OQZM01,WGS,,ENV,human gut metagenome,PRJEB26161,SAMN04161029,,isolation_source: Assembly of 18 fecal samples from infant 11 collected between Jan and Mar 2012,12948581,1891,0,No,0,0,0,No,,,2018-11-02T00:00:00Z,2018-10-24T00:00:00Z
OQZN01,WGS,,ENV,human gut metagenome,PRJEB26161,SAMN04161035,,isolation_source: Assembly of 14 fecal samples from infant 23 collected between Feb and Apr 2012,34027941,4632,0,No,0,0,0,No,,,2018-11-06T00:00:00Z,2018-10-24T00:00:00Z
OQZO01,WGS,,ENV,human gut metagenome,PRJEB26161,SAMN04161026,,isolation_source: Assembly of 11 fecal samples from infant 4 collected in Nov and Dec 2011,15693452,4073,0,No,0,0,0,No,,,2018-11-02T00:00:00Z,2018-10-24T00:00:00Z
OQZP01,WGS,,ENV,human gut metagenome,PRJEB26161,SAMN04161030,,isolation_source: Assembly of 11 fecal samples from infant 14 collected in Jan 2012,16274119,5321,0,No,0,0,0,No,,,2018-10-23T00:00:00Z,2018-10-23T00:00:00Z
OQZQ01,WGS,,ENV,human gut metagenome,PRJEB26161,SAMN04161025,,isolation_source: Assembly of 18 fecal samples from infant 3 collected between Nov 2011 and Jan 2012,20966609,5451,0,No,0,0,0,No,,,2018-10-23T00:00:00Z,2018-10-23T00:00:00Z
OQZR01,WGS,,ENV,human gut metagenome,PRJEB26161,SAMN04161028,,isolation_source: Assembly of 17 fecal samples from infant 9 collected between Dec 2011 and Jan 2012,16043371,1252,0,No,0,0,0,No,,,2018-11-02T00:00:00Z,2018-10-24T00:00:00Z
OQZS01,WGS,,ENV,human gut metagenome,PRJEB26161,SAMN04161029,,isolation_source: Assembly of 18 fecal samples from infant 11 collected between Jan and Mar 2012,8755486,1585,0,No,0,0,0,No,,,2018-11-01T00:00:00Z,2018-10-23T00:00:00Z
OQZT01,WGS,,ENV,human gut metagenome,PRJEB26161,SAMN04161032,,isolation_source: Assembly of 11 fecal samples from infant 18 collected in Jan and Feb 2012,13635696,3104,0,No,0,0,0,No,,,2018-11-02T00:00:00Z,2018-10-23T00:00:00Z
OQZU01,WGS,,ENV,human gut metagenome,PRJEB26161,SAMN04161035,,isolation_source: Assembly of 14 fecal samples from infant 23 collected between Feb and Apr 2012,45779467,7679,0,No,0,0,0,No,,,2018-10-24T00:00:00Z,2018-10-24T00:00:00Z
OQZV01,WGS,,ENV,human gut metagenome,PRJEB26161,SAMN04161027,,isolation_source: Assembly of 5 fecal samples from infant 8 collected between Dec 2011 and Jan 2012,6038497,1549,0,No,0,0,0,No,,,2018-11-01T00:00:00Z,2018-10-23T00:00:00Z
OQZW01,WGS,,ENV,human gut metagenome,PRJEB26161,SAMN04161025,,isolation_source: Assembly of 18 fecal samples from infant 3 collected between Nov 2011 and Jan 2012,12827172,3854,0,No,0,0,0,No,,,2018-11-02T00:00:00Z,2018-10-23T00:00:00Z
OQZX01,WGS,,ENV,human gut metagenome,PRJEB26161,SAMN04161025,,isolation_source: Assembly of 18 fecal samples from infant 3 collected between Nov 2011 and Jan 2012,13042526,927,0,No,0,0,0,No,,,2018-11-02T00:00:00Z,2018-10-23T00:00:00Z
OQZY01,WGS,,ENV,human gut metagenome,PRJEB26161,SAMN04161035,,isolation_source: Assembly of 14 fecal samples from infant 23 collected between Feb and Apr 2012,17225710,3495,0,No,0,0,0,No,,,2018-11-02T00:00:00Z,2018-10-23T00:00:00Z
OQZZ01,WGS,,ENV,human gut metagenome,PRJEB26161,SAMN04161034,,isolation_source: Assembly of 14 fecal samples from infant 21 collected in Feb 2012,25020487,4714,0,No,0,0,0,No,,,2018-11-05T00:00:00Z,2018-10-24T00:00:00Z
ORAA01,WGS,,ENV,human gut metagenome,PRJEB26161,SAMN04161032,,isolation_source: Assembly of 11 fecal samples from infant 18 collected in Jan and Feb 2012,26908255,4091,0,No,0,0,0,No,,,2018-11-05T00:00:00Z,2018-10-23T00:00:00Z
ORAB01,WGS,,ENV,human gut metagenome,PRJEB26161,SAMN04161030,,isolation_source: Assembly of 11 fecal samples from infant 14 collected in Jan 2012,17964700,2346,0,No,0,0,0,No,,,2018-11-02T00:00:00Z,2018-10-23T00:00:00Z
ORAC01,WGS,,ENV,human gut metagenome,PRJEB26161,SAMN04161034,,isolation_source: Assembly of 14 fecal samples from infant 21 collected in Feb 2012,25908005,4097,0,No,0,0,0,No,,,2018-11-05T00:00:00Z,2018-10-24T00:00:00Z
ORAD01,WGS,,ENV,human gut metagenome,PRJEB26161,SAMN04161033,,isolation_source: Assembly of 21 fecal samples from infant 19 collected between Feb and Apr 2012,10019586,2767,0,No,0,0,0,No,,,2018-11-01T00:00:00Z,2018-10-23T00:00:00Z
ORAE01,WGS,,ENV,human gut metagenome,PRJEB26161,SAMN04161030,,isolation_source: Assembly of 11 fecal samples from infant 14 collected in Jan 2012,19033888,7944,0,No,0,0,0,No,,,2018-10-23T00:00:00Z,2018-10-23T00:00:00Z
ORAF01,WGS,,ENV,human gut metagenome,PRJEB26161,SAMN04161033,,isolation_source: Assembly of 21 fecal samples from infant 19 collected between Feb and Apr 2012,27130939,5895,0,No,0,0,0,No,,,2018-10-24T00:00:00Z,2018-10-24T00:00:00Z
ORAG01,WGS,,ENV,human gut metagenome,PRJEB26161,SAMN04161028,,isolation_source: Assembly of 17 fecal samples from infant 9 collected between Dec 2011 and Jan 2012,37370062,7704,0,No,0,0,0,No,,,2018-10-24T00:00:00Z,2018-10-24T00:00:00Z
ORAH01,WGS,,ENV,human gut metagenome,PRJEB26161,SAMN04161026,,isolation_source: Assembly of 11 fecal samples from infant 4 collected in Nov and Dec 2011,18365751,1294,0,No,0,0,0,No,,,2018-11-14T00:00:00Z,2018-10-23T00:00:00Z
ORAI01,WGS,,ENV,human gut metagenome,PRJEB26161,SAMN04161030,,isolation_source: Assembly of 11 fecal samples from infant 14 collected in Jan 2012,14736788,1841,0,No,0,0,0,No,,,2018-11-02T00:00:00Z,2018-10-24T00:00:00Z
ORAJ01,WGS,,ENV,human gut metagenome,PRJEB26161,SAMN04161028,,isolation_source: Assembly of 17 fecal samples from infant 9 collected between Dec 2011 and Jan 2012,19169977,2264,0,No,0,0,0,No,,,2018-11-14T00:00:00Z,2018-10-23T00:00:00Z
ORAK01,WGS,,ENV,human gut metagenome,PRJEB26161,SAMN04161029,,isolation_source: Assembly of 18 fecal samples from infant 11 collected between Jan and Mar 2012,12982732,3815,0,No,0,0,0,No,,,2018-11-02T00:00:00Z,2018-10-23T00:00:00Z
ORAL01,WGS,,ENV,human gut metagenome,PRJEB26161,SAMN04161025,,isolation_source: Assembly of 18 fecal samples from infant 3 collected between Nov 2011 and Jan 2012,34741693,9447,0,No,0,0,0,No,,,2018-10-24T00:00:00Z,2018-10-24T00:00:00Z
ORAM01,WGS,,ENV,human gut metagenome,PRJEB26161,SAMN04161028,,isolation_source: Assembly of 17 fecal samples from infant 9 collected between Dec 2011 and Jan 2012,17954110,2773,0,No,0,0,0,No,,,2018-11-05T00:00:00Z,2018-10-24T00:00:00Z
ORAN01,WGS,,ENV,human gut metagenome,PRJEB26161,SAMN04161026,,isolation_source: Assembly of 11 fecal samples from infant 4 collected in Nov and Dec 2011,16658480,713,0,No,0,0,0,No,,,2018-10-24T00:00:00Z,2018-10-24T00:00:00Z
ORAO01,WGS,,ENV,human gut metagenome,PRJEB26161,SAMN04161033,,isolation_source: Assembly of 21 fecal samples from infant 19 collected between Feb and Apr 2012,17810850,1468,0,No,0,0,0,No,,,2018-11-02T00:00:00Z,2018-10-23T00:00:00Z
ORAP01,WGS,,ENV,human gut metagenome,PRJEB26161,SAMN04161033,,isolation_source: Assembly of 21 fecal samples from infant 19 collected between Feb and Apr 2012,21223005,2266,0,No,0,0,0,No,,,2018-11-02T00:00:00Z,2018-10-24T00:00:00Z
ORAQ01,WGS,,ENV,human gut metagenome,PRJEB26161,SAMN04161033,,isolation_source: Assembly of 21 fecal samples from infant 19 collected between Feb and Apr 2012,17909596,3075,0,No,0,0,0,No,,,2018-11-14T00:00:00Z,2018-10-24T00:00:00Z
ORAR01,WGS,,ENV,human gut metagenome,PRJEB26161,SAMN04161028,,isolation_source: Assembly of 17 fecal samples from infant 9 collected between Dec 2011 and Jan 2012,24962512,3885,0,No,0,0,0,No,,,2018-11-05T00:00:00Z,2018-10-23T00:00:00Z
ORAS01,WGS,,ENV,human gut metagenome,PRJEB26161,SAMN04161028,,isolation_source: Assembly of 17 fecal samples from infant 9 collected between Dec 2011 and Jan 2012,25321572,4495,0,No,0,0,0,No,,,2018-11-05T00:00:00Z,2018-10-23T00:00:00Z
ORAT01,WGS,,ENV,human gut metagenome,PRJEB26161,SAMN04161034,,isolation_source: Assembly of 14 fecal samples from infant 21 collected in Feb 2012,24396522,2012,0,No,0,0,0,No,,,2018-11-05T00:00:00Z,2018-10-23T00:00:00Z
ORAU01,WGS,,ENV,human gut metagenome,PRJEB26161,SAMN04161026,,isolation_source: Assembly of 11 fecal samples from infant 4 collected in Nov and Dec 2011,20827053,5721,0,No,0,0,0,No,,,2018-10-23T00:00:00Z,2018-10-23T00:00:00Z
ORAV01,WGS,,ENV,human gut metagenome,PRJEB26161,SAMN04161025,,isolation_source: Assembly of 18 fecal samples from infant 3 collected between Nov 2011 and Jan 2012,31493686,5032,0,No,0,0,0,No,,,2018-10-22T00:00:00Z,2018-10-22T00:00:00Z
ORAW01,WGS,,ENV,human gut metagenome,PRJEB26161,SAMN04161032,,isolation_source: Assembly of 11 fecal samples from infant 18 collected in Jan and Feb 2012,15174268,1698,0,No,0,0,0,No,,,2018-11-02T00:00:00Z,2018-10-23T00:00:00Z
ORAX01,WGS,,ENV,human gut metagenome,PRJEB26161,SAMN04161026,,isolation_source: Assembly of 11 fecal samples from infant 4 collected in Nov and Dec 2011,14429571,2107,0,No,0,0,0,No,,,2018-11-02T00:00:00Z,2018-10-23T00:00:00Z
ORAY01,WGS,,ENV,human gut metagenome,PRJEB26161,SAMN04161032,,isolation_source: Assembly of 11 fecal samples from infant 18 collected in Jan and Feb 2012,14809515,4196,0,No,0,0,0,No,,,2018-11-02T00:00:00Z,2018-10-23T00:00:00Z
ORAZ01,WGS,,ENV,human gut metagenome,PRJEB26161,SAMN04161029,,isolation_source: Assembly of 18 fecal samples from infant 11 collected between Jan and Mar 2012,8538675,605,0,No,0,0,0,No,,,2018-11-01T00:00:00Z,2018-10-22T00:00:00Z
ORBA01,WGS,,ENV,human gut metagenome,PRJEB26161,SAMN04161028,,isolation_source: Assembly of 17 fecal samples from infant 9 collected between Dec 2011 and Jan 2012,26897923,2568,0,No,0,0,0,No,,,2018-11-05T00:00:00Z,2018-10-23T00:00:00Z
ORBB01,WGS,,ENV,human gut metagenome,PRJEB26161,SAMN04161032,,isolation_source: Assembly of 11 fecal samples from infant 18 collected in Jan and Feb 2012,13195270,2234,0,No,0,0,0,No,,,2018-11-02T00:00:00Z,2018-10-23T00:00:00Z
ORBC01,WGS,,ENV,human gut metagenome,PRJEB26161,SAMN04161028,,isolation_source: Assembly of 17 fecal samples from infant 9 collected between Dec 2011 and Jan 2012,27230780,2858,0,No,0,0,0,No,,,2018-11-05T00:00:00Z,2018-10-23T00:00:00Z
ORBD01,WGS,,ENV,human gut metagenome,PRJEB26161,SAMN04161033,,isolation_source: Assembly of 21 fecal samples from infant 19 collected between Feb and Apr 2012,24385668,5420,0,No,0,0,0,No,,,2018-10-24T00:00:00Z,2018-10-24T00:00:00Z
ORBE01,WGS,,ENV,human gut metagenome,PRJEB26161,SAMN04161032,,isolation_source: Assembly of 11 fecal samples from infant 18 collected in Jan and Feb 2012,11353333,1514,0,No,0,0,0,No,,,2018-11-02T00:00:00Z,2018-10-23T00:00:00Z
ORBF01,WGS,,ENV,human gut metagenome,PRJEB26161,SAMN04161026,,isolation_source: Assembly of 11 fecal samples from infant 4 collected in Nov and Dec 2011,32119474,5563,0,No,0,0,0,No,,,2018-10-23T00:00:00Z,2018-10-23T00:00:00Z
ORBG01,WGS,,ENV,human gut metagenome,PRJEB26161,SAMN04161031,,isolation_source: Assembly of 3 fecal samples from infant 17 collected in Jan and Feb 2012,9384149,2482,0,No,0,0,0,No,,,2018-11-01T00:00:00Z,2018-10-24T00:00:00Z
ORBH01,WGS,,ENV,human gut metagenome,PRJEB26161,SAMN04161025,,isolation_source: Assembly of 18 fecal samples from infant 3 collected between Nov 2011 and Jan 2012,19655990,3124,0,No,0,0,0,No,,,2018-10-23T00:00:00Z,2018-10-23T00:00:00Z
ORBI01,WGS,,ENV,human gut metagenome,PRJEB26161,SAMN04161033,,isolation_source: Assembly of 21 fecal samples from infant 19 collected between Feb and Apr 2012,7952555,5292,0,No,0,0,0,No,,,2018-10-24T00:00:00Z,2018-10-24T00:00:00Z
ORBJ01,WGS,,ENV,human gut metagenome,PRJEB26161,SAMN04161034,,isolation_source: Assembly of 14 fecal samples from infant 21 collected in Feb 2012,13960642,3207,0,No,0,0,0,No,,,2018-11-02T00:00:00Z,2018-10-23T00:00:00Z
ORBK01,WGS,,ENV,human gut metagenome,PRJEB26161,SAMN04161031,,isolation_source: Assembly of 3 fecal samples from infant 17 collected in Jan and Feb 2012,28695950,6086,0,No,0,0,0,No,,,2018-10-24T00:00:00Z,2018-10-24T00:00:00Z
ORBL01,WGS,,ENV,human gut metagenome,PRJEB26161,SAMN04161033,,isolation_source: Assembly of 21 fecal samples from infant 19 collected between Feb and Apr 2012,77699950,10849,0,No,0,0,0,No,,,2018-10-24T00:00:00Z,2018-10-24T00:00:00Z
ORBM01,WGS,,ENV,human gut metagenome,PRJEB26161,SAMN04161034,,isolation_source: Assembly of 14 fecal samples from infant 21 collected in Feb 2012,55049017,13062,0,No,0,0,0,No,,,2018-10-23T00:00:00Z,2018-10-23T00:00:00Z
ORBN01,WGS,,ENV,human gut metagenome,PRJEB26161,SAMN04161030,,isolation_source: Assembly of 11 fecal samples from infant 14 collected in Jan 2012,63955595,13251,0,No,0,0,0,No,,,2018-10-23T00:00:00Z,2018-10-23T00:00:00Z
ORBO01,WGS,,ENV,human gut metagenome,PRJEB26161,SAMN04161035,,isolation_source: Assembly of 14 fecal samples from infant 23 collected between Feb and Apr 2012,107462309,14005,0,No,0,0,0,No,,,2018-10-24T00:00:00Z,2018-10-24T00:00:00Z
ORBP01,WGS,,ENV,human gut metagenome,PRJEB26161,SAMN04161032,,isolation_source: Assembly of 11 fecal samples from infant 18 collected in Jan and Feb 2012,44707832,7650,0,No,0,0,0,No,,,2018-10-23T00:00:00Z,2018-10-23T00:00:00Z
ORBQ01,WGS,,ENV,human gut metagenome,PRJEB26164,SAMN05024041,,isolation_source: Stool,102820114,49684,0,No,0,0,0,No,,,2018-10-23T00:00:00Z,2018-10-23T00:00:00Z
ORBR01,WGS,,ENV,human gut metagenome,PRJEB26162,SAMN04158619,,"host: human-associated,isolation_source: stool",253862277,87627,0,No,0,0,0,No,,,2018-10-23T00:00:00Z,2018-10-23T00:00:00Z
ORBS01,WGS,,ENV,human gut metagenome,PRJEB26162,SAMN04158617,,"host: human-associated,isolation_source: stool",299433738,97432,0,No,0,0,0,No,,,2018-10-23T00:00:00Z,2018-10-23T00:00:00Z
ORBT01,WGS,,ENV,human gut metagenome,PRJEB26162,SAMN04158623,,"host: human-associated,isolation_source: stool",426080469,143871,0,No,0,0,0,No,,,2018-10-24T00:00:00Z,2018-10-24T00:00:00Z
ORBU01,WGS,,ENV,human gut metagenome,PRJEB26162,SAMN04158624,,"host: human-associated,isolation_source: stool",457508352,169331,0,No,0,0,0,No,,,2018-10-24T00:00:00Z,2018-10-24T00:00:00Z
ORBW01,WGS,,ENV,human gut metagenome,PRJEB26162,SAMN04158616,,"host: human-associated,isolation_source: stool",716303470,206147,0,No,0,0,0,No,,,2018-10-23T00:00:00Z,2018-10-23T00:00:00Z
ORBX01,WGS,,ENV,human gut metagenome,PRJEB26164,SAMN05024039,,isolation_source: Stool,69190788,20567,0,No,0,0,0,No,,,2018-10-23T00:00:00Z,2018-10-23T00:00:00Z
